Timestamp,close,high,low,open,volume
1433433540,43.0600,43.0900,43.0600,43.0800,18400
1433433658,43.0600,43.0650,43.0400,43.0600,52300
1433433660,43.0453,43.0600,43.0400,43.0600,26300
1433433775,43.0400,43.0600,43.0250,43.0500,41000
1433433838,43.0300,43.0500,43.0300,43.0300,6300
1433433899,43.0350,43.0400,43.0100,43.0300,25300
1433433900,43.0300,43.0400,43.0250,43.0400,48800
1433434018,43.0600,43.0800,43.0300,43.0300,52100
1433434021,43.0600,43.0700,43.0500,43.0700,9000
1433434135,43.0800,43.0800,43.0500,43.0500,21800
1433434199,43.0800,43.0844,43.0697,43.0844,5800
1433434200,43.0600,43.1000,43.0600,43.0700,24400
1433434318,43.0540,43.0700,43.0500,43.0500,15000
1433434330,43.0600,43.0700,43.0597,43.0600,5400
1433434381,43.0600,43.0700,43.0500,43.0700,13800
1433434499,43.0499,43.0700,43.0496,43.0600,7500
1433434511,43.0400,43.0500,43.0400,43.0400,4500
1433434619,43.0600,43.0700,43.0200,43.0400,8700
1433434620,43.0350,43.0600,43.0350,43.0600,6700
1433434739,43.0242,43.0400,43.0242,43.0400,4900
1433434750,43.0200,43.0400,43.0200,43.0215,17800
1433434800,43.0100,43.0400,43.0100,43.0100,10200
1433434913,43.0400,43.0450,43.0200,43.0200,12100
1433434920,43.0400,43.0550,43.0327,43.0400,17800
1433435032,43.0300,43.0400,43.0300,43.0400,9200
1433435048,43.0300,43.0400,43.0200,43.0400,5400
1433435101,43.0200,43.0400,43.0126,43.0300,18400
1433435219,43.0200,43.0300,43.0100,43.0200,24600
1433435271,43.0119,43.0400,43.0100,43.0300,18400
1433435334,42.9900,43.0100,42.9900,43.0100,31200
1433435345,43.0100,43.0200,42.9900,42.9900,9300
1433435443,43.0100,43.0100,42.9900,43.0000,4600
1433435460,43.0100,43.0200,43.0100,43.0200,3300
1433435576,43.0100,43.0300,43.0000,43.0000,3100
1433435639,42.9900,43.0300,42.9900,43.0035,18100
1433435651,43.0285,43.0300,43.0000,43.0000,10400
1433435753,43.0200,43.0400,43.0197,43.0200,6900
1433435760,43.0200,43.0380,43.0200,43.0200,7000
1433435876,43.0400,43.0400,43.0299,43.0300,9800
1433435890,43.0400,43.0500,43.0300,43.0500,5500
1433435940,43.0599,43.0599,43.0400,43.0400,7700
1433436005,43.0372,43.0470,43.0372,43.0405,7200
1433436061,43.0400,43.0450,43.0350,43.0400,3300
1433436179,43.0300,43.0400,43.0297,43.0300,12300
1433436180,43.0300,43.0400,43.0200,43.0300,14200
1433436293,43.0300,43.0300,43.0299,43.0300,4600
1433436332,43.0400,43.0450,43.0300,43.0300,9900
1433436419,43.0350,43.0400,43.0300,43.0400,1800
1433436453,43.0300,43.0328,43.0300,43.0300,1300
1433436536,43.0300,43.0362,43.0300,43.0300,1700
1433436599,43.0200,43.0300,43.0200,43.0300,20400
1433436654,43.0000,43.0210,43.0000,43.0210,8400
1433436660,43.0100,43.0100,43.0000,43.0000,7600
1433436769,43.0100,43.0200,42.9999,43.0000,7400
1433436830,43.0000,43.0100,43.0000,43.0100,1900
1433436876,42.9945,43.0000,42.9900,42.9940,8100
1433436958,42.9600,43.0000,42.9600,42.9955,46900
1433436962,42.9550,42.9700,42.9550,42.9600,5800
1433437078,42.9900,43.0000,42.9300,42.9500,50000
1433437139,42.9600,42.9850,42.9500,42.9850,12500
1433437191,42.9700,42.9800,42.9650,42.9700,13600
1433437257,42.9800,42.9800,42.9600,42.9700,11100
1433437262,42.9200,42.9800,42.9100,42.9800,25300
1433437320,42.9232,42.9500,42.9200,42.9200,14100
1433437434,42.9400,42.9600,42.9200,42.9200,6800
1433437498,42.9300,42.9500,42.9200,42.9499,14400
1433437558,42.9800,42.9800,42.9400,42.9400,19300
1433437619,42.9700,43.0000,42.9700,42.9700,28500
1433437678,42.9800,42.9800,42.9500,42.9700,31500
1433437686,42.9600,42.9800,42.9600,42.9800,21900
1433437745,42.9900,42.9900,42.9500,42.9500,8400
1433437859,42.9800,42.9800,42.9450,42.9800,20200
1433437862,42.9800,43.0000,42.9700,42.9800,8700
1433437979,42.9700,42.9800,42.9500,42.9700,8100
1433438039,42.9550,42.9800,42.9450,42.9800,8200
1433438043,42.9600,42.9700,42.9500,42.9565,9500
1433438149,42.9300,42.9500,42.9250,42.9500,16600
1433438218,42.9200,42.9400,42.9100,42.9300,17600
1433438279,42.9250,42.9400,42.9200,42.9200,17100
1433438334,42.9150,42.9400,42.9100,42.9400,110500
1433438399,42.9100,42.9250,42.8800,42.9195,65400
1433438459,42.9100,42.9301,42.9050,42.9100,33100
1433438460,42.9147,42.9200,42.8950,42.9100,36600
1433438578,42.8800,42.9400,42.8800,42.9200,18800
1433438632,42.8900,42.8920,42.8700,42.8800,14300
1433438642,42.8900,42.9000,42.8800,42.9000,59400
1433438759,42.9000,42.9150,42.8750,42.8950,23700
1433438819,42.9300,42.9400,42.9000,42.9090,17500
1433438872,42.9300,42.9500,42.9250,42.9350,17300
1433438938,42.8945,42.9245,42.8850,42.9245,18000
1433438944,42.8700,42.9000,42.8700,42.9000,5500
1433439059,42.8800,42.8900,42.8600,42.8700,27000
1433439096,42.9100,42.9100,42.8750,42.8800,17000
1433439179,42.9020,42.9100,42.8900,42.9000,51700
1433439239,42.9100,42.9100,42.8800,42.9000,47600
1433439240,42.9050,42.9100,42.8950,42.9100,10800
1433439353,42.8900,42.9000,42.8750,42.9000,13000
1433439414,42.8700,42.9000,42.8600,42.9000,7800
1433439420,42.8700,42.8710,42.8550,42.8700,7800
1433439481,42.8900,42.8900,42.8550,42.8700,10100
1433439599,42.9100,42.9100,42.8800,42.8900,5700
1433439600,42.8900,42.9100,42.8650,42.9100,27100
1433439679,42.8900,42.8900,42.8750,42.8800,5300
1433439771,42.8900,42.8900,42.8700,42.8800,8300
1433439820,42.8850,42.8901,42.8800,42.8901,4000
1433439849,42.8650,42.8801,42.8650,42.8801,3900
1433439956,42.8500,42.8700,42.8350,42.8700,20200
1433439960,42.8400,42.8433,42.8100,42.8433,28600
1433440021,42.8500,42.8600,42.8400,42.8400,7700
1433440139,42.8600,42.8600,42.8400,42.8400,10000
1433440198,42.8600,42.8800,42.8550,42.8630,12600
1433440257,42.8600,42.8800,42.8500,42.8600,11300
1433440317,42.8650,42.8751,42.8600,42.8600,7400
1433440321,42.8550,42.8600,42.8450,42.8600,9800
1433440394,42.8699,42.8700,42.8550,42.8550,3800
1433440492,42.8700,42.8700,42.8500,42.8667,18600
1433440506,42.8450,42.8700,42.8450,42.8625,16300
1433440599,42.8200,42.8500,42.8200,42.8500,11600
1433440621,42.8300,42.8300,42.8200,42.8205,10400
1433440734,42.8500,42.8600,42.8200,42.8300,16000
1433440742,42.8500,42.8700,42.8400,42.8600,26000
1433440857,42.8600,42.8600,42.8400,42.8500,30900
1433440919,42.8600,42.8600,42.8300,42.8500,70300
1433440920,42.8200,42.8600,42.8200,42.8600,31500
1433441039,42.8200,42.8400,42.8000,42.8200,47800
1433441090,42.8200,42.8500,42.8200,42.8200,22700
1433441157,42.8240,42.8300,42.8200,42.8200,3700
1433441215,42.8200,42.8300,42.8200,42.8300,700
1433441228,42.8100,42.8200,42.8050,42.8200,13100
1433441281,42.7900,42.8100,42.7900,42.8100,20900
1433441343,42.8100,42.8200,42.7900,42.7900,19000
1433441401,42.7950,42.8100,42.7800,42.8100,9800
1433441463,42.7950,42.8000,42.7600,42.7950,28900
1433441525,42.8100,42.8100,42.7900,42.7900,15000
1433441638,42.8500,42.8500,42.8200,42.8200,8900
1433441695,42.8450,42.8600,42.8250,42.8400,14100
1433441753,42.8400,42.8500,42.8400,42.8421,3300
1433441762,42.8501,42.8501,42.8300,42.8400,15200
1433441877,42.8700,42.8700,42.8600,42.8600,1800
1433441881,42.8500,42.8700,42.8500,42.8700,5100
1433441998,42.8600,42.8600,42.8401,42.8500,8700
1433442055,42.8550,42.8700,42.8500,42.8500,6600
1433442119,42.8700,42.8800,42.8601,42.8700,13200
1433442120,42.8501,42.8800,42.8400,42.8600,25600
1433442239,42.8600,42.8600,42.8500,42.8550,13400
1433442298,42.8550,42.8700,42.8500,42.8500,14500
1433442312,42.8900,42.8900,42.8500,42.8600,22700
1433442393,42.8751,42.8850,42.8700,42.8850,5700
1433442420,42.8700,42.8765,42.8535,42.8765,12900
1433442539,42.8700,42.8700,42.8450,42.8600,12800
1433442599,42.8445,42.8800,42.8445,42.8700,8900
1433442657,42.8350,42.8600,42.8300,42.8500,7900
1433442670,42.8400,42.8500,42.8200,42.8300,15500
1433442720,42.8250,42.8600,42.8200,42.8500,26900
1433442785,42.8300,42.8400,42.8201,42.8300,4200
1433442862,42.8251,42.8300,42.8251,42.8300,400
1433442954,42.8200,42.8250,42.8000,42.8250,27500
1433443014,42.8400,42.8400,42.8150,42.8167,9100
1433443079,42.8250,42.8400,42.8200,42.8324,7900
1433443138,42.8250,42.8300,42.8200,42.8200,2900
1433443195,42.8125,42.8290,42.8100,42.8246,7600
1433443250,42.8100,42.8200,42.8000,42.8150,19500
1433443311,42.8450,42.8500,42.8150,42.8200,7000
1433443320,42.8546,42.8600,42.8500,42.8500,5800
1433443434,42.8500,42.8600,42.8500,42.8600,7300
1433443499,42.8900,42.8900,42.8400,42.8500,15900
1433443558,42.8750,42.8800,42.8700,42.8800,6700
1433443615,42.8800,42.8800,42.8735,42.8750,1800
1433443677,42.8400,42.8800,42.8400,42.8750,14900
1433443722,42.8400,42.8500,42.8300,42.8400,8400
1433443799,42.8250,42.8400,42.8200,42.8400,18300
1433443850,42.8400,42.8500,42.8400,42.8400,2600
1433443862,42.8350,42.8500,42.8320,42.8400,5300
1433443978,42.8350,42.8500,42.8300,42.8400,19500
1433444032,42.8300,42.8400,42.8200,42.8300,24000
1433444099,42.8350,42.8500,42.8201,42.8300,25100
1433444159,42.8350,42.8500,42.8300,42.8400,28800
1433444216,42.8700,42.8800,42.8350,42.8400,22900
1433444278,42.9000,42.9000,42.8600,42.8650,13400
1433444282,42.9200,42.9200,42.8950,42.9000,15500
1433444397,42.8900,42.9200,42.8900,42.9150,5500
1433444458,42.8950,42.9000,42.8900,42.9000,7900
1433444460,42.8950,42.9100,42.8900,42.8900,8900
1433444577,42.9200,42.9250,42.9050,42.9100,19100
1433444638,42.9100,42.9150,42.9000,42.9150,13100
1433444696,42.9300,42.9300,42.9050,42.9051,5100
1433444700,42.9200,42.9400,42.9200,42.9300,8900
1433444808,42.9200,42.9200,42.8950,42.9200,26100
1433444876,42.9130,42.9200,42.9100,42.9200,14000
1433444937,42.9100,42.9100,42.8800,42.9100,13900
1433444996,42.9100,42.9100,42.8900,42.9100,7000
1433445059,42.9026,42.9150,42.9000,42.9100,8800
1433445060,42.9000,42.9100,42.8800,42.9100,17500
1433445122,42.9100,42.9100,42.8950,42.9100,13800
1433445238,42.9032,42.9100,42.8800,42.9100,13500
1433445297,42.8950,42.9015,42.8900,42.9015,6100
1433445358,42.8700,42.8900,42.8650,42.8900,31100
1433445419,42.8500,42.8900,42.8400,42.8800,30300
1433445420,42.8600,42.8715,42.8500,42.8500,21400
1433445483,42.8600,42.8700,42.8500,42.8600,20200
1433445598,42.8600,42.8600,42.8400,42.8500,12500
1433445655,42.8601,42.8700,42.8500,42.8500,11100
1433445709,42.8700,42.8700,42.8600,42.8700,1400
1433445778,42.8400,42.8600,42.8300,42.8600,24700
1433445831,42.8500,42.8500,42.8300,42.8342,10600
1433445899,42.8600,42.8800,42.8401,42.8401,29400
1433445959,42.8700,42.8700,42.8500,42.8600,8700
1433446019,42.8800,42.8840,42.8600,42.8700,15900
1433446025,42.8700,42.8800,42.8600,42.8800,9700
1433446131,42.8650,42.8800,42.8650,42.8700,7700
1433446198,42.8400,42.8600,42.8400,42.8600,9300
1433446258,42.8400,42.8800,42.8350,42.8500,38000
1433446260,42.8700,42.8800,42.8350,42.8500,12600
1433446328,42.8800,42.8800,42.8700,42.8800,2700
1433446439,42.8600,42.8700,42.8500,42.8700,15300
1433446497,42.8699,42.8700,42.8650,42.8700,1500
1433446558,42.8350,42.8625,42.8300,42.8625,28100
1433446566,42.8500,42.8500,42.8329,42.8350,36600
1433446631,42.8450,42.8500,42.8400,42.8500,2800
1433446739,42.8450,42.8500,42.8400,42.8500,3700
1433446740,42.8400,42.8500,42.8300,42.8499,23200
1433446859,42.8600,42.8800,42.8300,42.8354,82400
1433446918,42.8700,42.8800,42.8600,42.8600,23200
1433446977,42.8850,42.8900,42.8650,42.8650,27600
1433446984,42.8850,42.9000,42.8800,42.8900,14000
1433447048,42.8600,42.8899,42.8600,42.8800,4300
1433447103,42.8650,42.8700,42.8600,42.8650,5900
1433447217,42.8650,42.8700,42.8600,42.8650,8600
1433447222,42.8700,42.8800,42.8600,42.8600,44400
1433447280,42.8700,42.8790,42.8400,42.8600,69700
1433447399,42.8700,42.9000,42.8650,42.8750,34300
1433447400,42.8400,42.8700,42.8000,42.8700,145700
1433447460,42.8500,42.8500,42.8400,42.8450,18800
1433447574,42.8250,42.8547,42.8250,42.8500,21800
1433447580,42.8500,42.8500,42.8000,42.8300,59200
1433447699,42.8450,42.8600,42.8400,42.8500,32700
1433447700,42.8600,42.8650,42.8400,42.8500,83000
1433447760,42.8600,42.8650,42.8500,42.8550,68500
1433447879,42.8550,42.8650,42.8400,42.8600,144000
1433447939,42.8550,42.8600,42.8400,42.8550,57200
1433447940,42.9000,42.9100,42.8550,42.8550,150600
